78112 , Hijup , 0.981883371633
63260 , Hijup , 0.983245354782
10346 , Hijup , 0.982194031509
14589 , Hijup , 0.982590620415
71563 , Hijup , 0.981981005453
41460 , Hijup , 0.981802252888
834 , Hijup , 0.980942505189
53126 , Hijup , 0.982570245697
30842 , Hijup , 0.981489187171
62628 , Hijup , 0.981594008335
51341 , Hijup , 0.983076054762
59373 , Hijup , 0.981404459723
69820 , Hijup , 0.982699085294
53955 , Hijup , 0.981717315434
44580 , Hijup , 0.982885638979
9686 , Hijup , 0.991934352167
20625 , Hijup , 0.987331706281
27392 , Hijup , 0.982926958604
39182 , Hijup , 0.981049274227
65603 , Hijup , 0.984105825579
21210 , Hijup , 0.995469597211
33842 , Hijup , 0.981442609746
81733 , Hijup , 0.981197933528
21116 , Hijup , 0.981226809228
67272 , Hijup , 0.98139265486
83911 , Hijup , 0.983174954814
40670 , Hijup , 0.980711115031
48249 , 45191 , 0.999912206311
70591 , Hijup , 0.987737650932
16701 , Hijup , 0.981401718721
47335 , Hijup , 0.983282004984
67708 , Hijup , 0.982502073314
10765 , Hijup , 0.988281025863
65182 , 52221 , 0.999971890243
65182 , Hijup , 0.99185801662
79476 , Hijup , 0.982590620415
45657 , Hijup , 0.983092011817
10014 , 29167 , 1.0
17786 , Hijup , 0.982354456203
49490 , Hijup , 0.982492713635
38247 , Hijup , 0.981313749677
68828 , Hijup , 0.981577275791
46865 , Hijup , 0.982478843728
10295 , Hijup , 0.981870524012
48459 , Hijup , 0.981616755994
40017 , Hijup , 0.992960929712
9663 , Hijup , 0.981274832349
41383 , Hijup , 0.996778390218
35365 , 63879 , 0.999963143912
9275 , Hijup , 0.995713230562
63150 , Hijup , 0.992207875662
28438 , Hijup , 0.981655060894
47318 , Hijup , 0.983174954814
52221 , 65182 , 0.999971890243
52221 , Hijup , 0.989039788281
62564 , Hijup , 0.992827734952
40527 , Hijup , 0.990648796321
44398 , Hijup , 0.995878758901
68285 , Hijup , 0.981599270412
82602 , Hijup , 0.982082862664
46303 , Hijup , 0.99567432147
53631 , Hijup , 0.983108173983
78853 , Hijup , 0.982118177493
