1,62461
1,74024
1,47442
1,42885
1,49144
1,60254
1,63485
1,38750
1,41532
1,40382
1,71800
1,70399
1,75728
1,48135
1,47539
1,72562
1,3723
1,70435
1,41771
1,45290
1,47575
1,33919
1,53404
1,21596
1,7892
1,31693
579,1
745,1
834,1
1225,1
1236,1
1542,1
1985,1
2028,1
2344,1
2423,1
2686,1
2764,1
3333,1
3446,1
3702,1
4052,1
4335,1
4577,1
4687,1
5447,1
5486,1
6271,1
6425,1
7106,1
7446,1
7557,1
7766,1
8469,1
8620,1
9275,1
9663,1
9686,1
9886,1
10014,29167,1.0
10186,1
10295,1
10301,1
10346,1
10552,1
10765,1
13183,41290
14254,1
14589,1
14679,1
15527,1
15900,1
16078,36736
16371,1
16558,1
16701,1
16814,1
16958,1
17786,1
17879,29244
18200,1
18506,1
19568,1
19751,1
20625,1
21116,1
21210,1
21552,1
22811,1
25905,1
25938,1
26311,1
26459,1
26550,1
26736,1
27006,1
27392,1
27806,1
28398,1
28438,1
28825,1
29086,1
29167,19568
29267,1
29288,1
29657,1
29710,1
30261,1
30336,1
30528,1
30842,1
31750,1
32887,1
32971,1
33466,1
33548,1
33616,1
33690,1
33721,1
33842,1
33853,1
34913,1
35089,1
35336,1
35365,63879
35524,1
35823,1
35847,1
36279,1
36320,1
36494,1
36573,1
36818,1
37190,1
37229,1
37471,1
37732,1
37925,1
38247,1
38502,1
38527,1
38638,1
38860,1
39106,1
39122,1
39182,1
39186,1
39369,1
39802,1
39818,1
39906,1
40017,1
40104,1
40118,1
40316,1
40527,1
40575,1
40580,1
40670,1
40745,1
40871,1
40899,1
41012,1
41012,38063
41109,1
41383,1
41460,1
41663,77749
41663,1
41696,1
41704,1
41819,1
41992,1
42128,1
42181,1
42206,1
42211,1
42226,1
42350,43539
42373,1
42455,1
42496,1
43110,1
43241,1
43266,1
43717,1
43874,1
44398,1
44580,1
44602,1
44804,1
44892,1
44954,1
45147,1
45191,1
45191,21061
45281,1
45330,1
45566,1
45657,1
45695,1
46303,1
46403,1
46559,1
46691,1
46785,1
46789,1
46865,1
47318,1
47335,1
47435,1
47885,1
47937,1
48000,1
48127,1
48249,45191
48459,1
49490,1
50136,1
50238,1
50379,1
51341,1
52019,1
52221,1
52918,1
53036,1
53099,1
53126,1
53200,1
53607,1
53631,1
53955,1
54257,1
54437,1
56326,1
56327,1
57107,1
57502,1
57579,1
57778,1
58660,1
59373,1
59389,1
59528,1
59652,1
59971,1
61244,1
61470,1
61610,1
61947,1
62564,1
62628,1
62639,2939
62668,1
62980,1
63060,1
63066,1
63150,1
63232,1
63260,1
63341,1
63461,1
63528,1
63858,1
64016,1
64126,1
64189,19758
64233,1
64400,1
64404,1
64446,1
64704,1
64806,1
65182,52221
65182,1
65202,1
65412,1
65603,1
65666,1
65891,1
65974,1
66381,1
67272,1
67708,1
67713,1
68285,1
68828,1
69243,1
69525,1
69553,1
69717,1
69820,1
70074,1
70240,1
70591,1
70873,1
71000,1
71179,1
71491,1
71563,1
71590,1
71973,1
71996,1
72036,1
72183,1
72190,1
72279,1
72574,1
73148,1
73667,1
73673,1
73884,1
74207,1
74479,1
74668,1
75677,1
75827,1
76321,1
76677,1
76709,1
77976,1
78112,1
78853,1
78891,1
79476,1
80335,1
80734,1
80955,1
81129,1
81426,1
81480,1
81733,1
81757,1
82189,1
82602,1
83911,1
85053,1
85445,1
88554,1
